,times
0,0.45833333333333304
1,0.48854166666666643
2,0.4427083333333339
3,0.5062499999999996
4,0.5062499999999996
5,0.4979166666666668
6,0.5031249999999998
7,0.5270833333333336
8,0.47916666666666696
9,0.4895833333333339
10,0.47499999999999964
11,0.5322916666666675
12,0.5010416666666675
13,0.5229166666666671
14,0.5083333333333329
15,0.4520833333333325
16,0.5166666666666675
17,0.4895833333333339
18,0.5041666666666664
19,0.5031250000000007
20,0.5145833333333343
21,0.46875
22,0.49375000000000036
23,0.5250000000000004
24,0.46145833333333464
25,0.4916666666666636
26,0.4833333333333343
27,0.4781249999999986
28,0.5385416666666636
29,0.5135416666666686
30,0.5177083333333314
31,0.5083333333333333
32,0.48958333333333304
33,0.5031249999999998
34,0.4833333333333334
35,0.49374999999999947
36,0.4864583333333332
37,0.4864583333333332
38,0.5010416666666666
39,0.4999999999999991
40,0.49583333333333357
41,0.48749999999999893
42,0.5427083333333318
43,0.4854166666666675
44,0.4718750000000007
45,0.4822916666666668
46,0.48854166666666643
47,0.5197916666666664
48,0.5479166666666657
49,0.5322916666666657
50,0.45937499999999964
51,0.5187499999999989
52,0.5041666666666664
53,0.5062499999999996
54,0.5093750000000004
55,0.45833333333333215
56,0.5166666666666657
57,0.4781249999999986
58,0.5135416666666686
59,0.5
60,0.5041666666666664
61,0.5343750000000007
62,0.4750000000000001
63,0.4677083333333334
64,0.46145833333333375
65,0.48020833333333357
66,0.5343749999999998
67,0.5010416666666666
68,0.5343749999999998
69,0.5166666666666666
70,0.5166666666666657
71,0.48020833333333357
72,0.5041666666666664
73,0.5031249999999989
74,0.4718750000000007
75,0.5
76,0.4854166666666675
77,0.47708333333333286
78,0.5104166666666661
79,0.5104166666666679
80,0.5218749999999996
81,0.49166666666666536
82,0.5208333333333339
83,0.4854166666666657
84,0.5125000000000011
85,0.4947916666666661
86,0.4937499999999986
87,0.5052083333333321
88,0.5177083333333314
89,0.49166666666666714
90,0.49583333333333357
91,0.4854166666666657
92,0.5229166666666671
93,0.5187500000000003
94,0.4874999999999998
95,0.49166666666666714
96,0.5031250000000007
97,0.5114583333333336
98,0.49166666666666625
99,0.49062499999999964
100,0.4833333333333334
101,0.5062500000000005
102,0.5218749999999996
103,0.5250000000000004
104,0.46041666666666536
105,0.5260416666666661
106,0.49375000000000036
107,0.53125
108,0.5145833333333325
109,0.5031250000000007
110,0.49687500000000107
111,0.5041666666666664
112,0.4864583333333332
113,0.5083333333333346
114,0.4833333333333343
115,0.46875
116,0.4989583333333325
117,0.5208333333333357
118,0.47395833333333215
119,0.48020833333333357
120,0.515625
121,0.5135416666666686
122,0.5281249999999993
123,0.5166666666666693
