,times
0,0.46249999999999947
1,0.5135416666666668
2,0.5385416666666671
3,0.4489583333333327
4,0.4645833333333327
5,0.53125
6,0.5270833333333336
7,0.4843750000000009
8,0.5010416666666675
9,0.47708333333333286
10,0.4979166666666668
11,0.4666666666666668
12,0.5197916666666664
13,0.5281249999999993
14,0.5177083333333332
15,0.5229166666666671
16,0.47708333333333286
17,0.4812499999999993
18,0.5010416666666675
19,0.5093750000000004
20,0.484375
21,0.5031250000000007
22,0.47916666666666785
23,0.5093750000000004
24,0.5020833333333314
25,0.5104166666666643
26,0.5187500000000007
27,0.4968749999999993
28,0.5010416666666657
29,0.47083333333333144
30,0.5343749999999972
31,0.4364583333333334
32,0.5218750000000005
33,0.4562500000000007
34,0.4791666666666661
35,0.5020833333333332
36,0.5395833333333337
37,0.5333333333333332
38,0.46250000000000036
39,0.4791666666666661
40,0.5322916666666675
41,0.5145833333333325
42,0.5
43,0.4854166666666675
44,0.48020833333333357
45,0.5114583333333336
46,0.44479166666666536
47,0.5677083333333321
48,0.4697916666666657
49,0.5187500000000007
50,0.5093750000000004
51,0.4833333333333325
52,0.5208333333333339
53,0.42812499999999964
54,0.5843749999999996
55,0.4875000000000007
56,0.5062500000000014
57,0.46145833333333286
58,0.5229166666666671
59,0.529166666666665
60,0.48020833333333357
61,0.5270833333333336
62,0.4833333333333334
63,0.47604166666666625
64,0.5
65,0.5541666666666663
66,0.4833333333333334
67,0.5083333333333329
68,0.4864583333333332
69,0.4875000000000007
70,0.5239583333333329
71,0.47187499999999893
72,0.49270833333333286
73,0.4583333333333339
74,0.5
75,0.5510416666666664
76,0.4708333333333332
77,0.5395833333333346
78,0.4656249999999993
79,0.5625
80,0.44583333333333286
81,0.5145833333333343
82,0.47291666666666643
83,0.5406250000000004
84,0.4802083333333318
85,0.5395833333333329
86,0.47291666666666643
87,0.4322916666666643
88,0.5552083333333329
89,0.5197916666666664
90,0.4791666666666643
91,0.45729166666666643
92,0.5260416666666679
93,0.4708333333333332
94,0.515625
95,0.47812499999999947
96,0.5114583333333327
97,0.4500000000000002
98,0.5677083333333339
99,0.5135416666666668
100,0.5302083333333343
101,0.5229166666666671
102,0.49375000000000036
103,0.4979166666666668
104,0.5187499999999989
105,0.47499999999999964
106,0.5239583333333329
107,0.4979166666666668
108,0.4656249999999993
109,0.5135416666666668
110,0.4937499999999986
111,0.5145833333333343
112,0.5010416666666657
113,0.4541666666666675
114,0.5197916666666664
115,0.5010416666666657
116,0.49583333333333535
117,0.5239583333333329
118,0.47916666666666785
119,0.4906250000000014
120,0.453125
121,0.49687500000000284
122,0.529166666666665
123,0.44687500000000213
124,0.5083333333333329
