,times
0,0.45833333333333304
1,0.4708333333333332
2,0.5114583333333327
3,0.5093749999999995
4,0.5322916666666675
5,0.4979166666666668
6,0.520833333333333
7,0.5197916666666673
8,0.48020833333333357
9,0.4854166666666657
10,0.4947916666666661
11,0.5093750000000004
12,0.47708333333333286
13,0.5104166666666661
14,0.49062499999999964
15,0.5197916666666664
16,0.49270833333333286
17,0.486458333333335
18,0.4979166666666668
19,0.5166666666666675
20,0.49166666666666536
21,0.4947916666666661
22,0.5114583333333336
23,0.5177083333333332
24,0.4875000000000007
25,0.5083333333333329
26,0.48645833333333144
27,0.47708333333333286
28,0.513541666666665
29,0.5187500000000007
30,0.502083333333335
31,0.4343749999999993
32,0.4947916666666661
33,0.5093749999999995
34,0.5125000000000002
35,0.510416666666667
36,0.5020833333333332
37,0.48020833333333357
38,0.484375
39,0.5364583333333339
40,0.49166666666666714
41,0.5062499999999996
42,0.49166666666666714
43,0.4968749999999993
44,0.484375
45,0.5166666666666657
46,0.5041666666666664
47,0.5010416666666675
48,0.49166666666666714
49,0.5239583333333346
50,0.49270833333333286
51,0.47708333333333464
52,0.48854166666666643
53,0.5187500000000007
54,0.5239583333333329
55,0.4822916666666668
56,0.49062499999999787
57,0.48854166666666643
58,0.4968749999999993
59,0.529166666666665
60,0.4989583333333343
61,0.5208333333333321
62,0.4812500000000002
63,0.5093750000000004
64,0.49270833333333375
65,0.5270833333333336
66,0.5010416666666666
67,0.45833333333333304
68,0.5250000000000004
69,0.5
70,0.49583333333333357
71,0.5020833333333332
72,0.5250000000000004
73,0.4750000000000014
74,0.5
75,0.48854166666666643
76,0.5166666666666657
77,0.5062499999999996
78,0.5104166666666661
79,0.5135416666666668
80,0.46354166666666785
81,0.5072916666666671
82,0.47812500000000036
83,0.5052083333333339
84,0.5020833333333332
85,0.5135416666666668
86,0.4750000000000014
87,0.5072916666666671
88,0.48749999999999716
89,0.5072916666666671
90,0.5406249999999986
91,0.4947916666666643
92,0.4968749999999993
93,0.5104166666666665
94,0.4979166666666668
95,0.4666666666666659
96,0.4979166666666668
97,0.49166666666666625
98,0.5114583333333327
99,0.5104166666666661
100,0.5197916666666664
101,0.47812500000000036
102,0.4739583333333339
103,0.5416666666666661
104,0.49375000000000036
105,0.5031249999999989
106,0.5031249999999989
107,0.5187500000000007
108,0.4812499999999993
109,0.4906250000000014
110,0.49375000000000036
111,0.49479166666666785
112,0.5333333333333332
113,0.48020833333333357
114,0.46145833333333286
115,0.5270833333333318
116,0.4947916666666661
117,0.5229166666666671
118,0.4895833333333357
119,0.4968749999999993
120,0.4854166666666657
121,0.5
122,0.4937499999999986
123,0.5083333333333329
