,times
0,0.4541666666666666
1,0.49166666666666714
2,0.5031250000000007
3,0.48020833333333357
4,0.49166666666666625
5,0.5031249999999998
6,0.48854166666666643
7,0.5208333333333339
8,0.5208333333333339
9,0.5114583333333336
10,0.4541666666666675
11,0.5031249999999989
12,0.4750000000000014
13,0.5187499999999989
14,0.5354166666666664
15,0.5114583333333336
16,0.47395833333333215
17,0.4875000000000007
18,0.49062499999999964
19,0.5229166666666671
20,0.49270833333333286
21,0.5208333333333321
22,0.4416666666666682
23,0.529166666666665
24,0.4833333333333325
25,0.49479166666666785
26,0.5531249999999979
27,0.49687500000000284
28,0.4718750000000007
29,0.4968749999999993
30,0.5020833333333314
31,0.4739583333333339
32,0.4864583333333332
33,0.5062499999999996
34,0.510416666666667
35,0.5020833333333332
36,0.4562499999999998
37,0.520833333333333
38,0.5104166666666661
39,0.5114583333333336
40,0.4875000000000007
41,0.4875000000000007
42,0.5208333333333339
43,0.49062499999999964
44,0.5020833333333332
45,0.5
46,0.4864583333333332
47,0.5416666666666661
48,0.5124999999999993
49,0.4708333333333332
50,0.4812499999999993
51,0.48854166666666643
52,0.5208333333333339
53,0.4822916666666668
54,0.5135416666666668
55,0.486458333333335
56,0.502083333333335
57,0.515625
58,0.5041666666666664
59,0.49166666666666714
60,0.5270833333333336
61,0.484375
62,0.47812499999999947
63,0.5
64,0.4520833333333334
65,0.505208333333333
66,0.4864583333333332
67,0.5072916666666663
68,0.520833333333333
69,0.4968750000000002
70,0.5020833333333323
71,0.5270833333333336
72,0.4354166666666668
73,0.4750000000000014
74,0.45729166666666643
75,0.5489583333333332
76,0.5625
77,0.5416666666666661
78,0.5239583333333329
79,0.48854166666666643
80,0.49479166666666785
81,0.4854166666666657
82,0.5250000000000004
83,0.48020833333333357
84,0.49270833333333286
85,0.5020833333333314
86,0.4791666666666643
87,0.4989583333333343
88,0.4875000000000007
89,0.5062500000000014
90,0.49895833333333073
91,0.4750000000000014
92,0.50416666666667
93,0.4364583333333334
94,0.49062500000000053
95,0.4666666666666668
96,0.4947916666666661
97,0.49583333333333357
98,0.49375000000000036
99,0.5125000000000002
100,0.47916666666666696
101,0.49270833333333375
102,0.49583333333333357
103,0.4864583333333332
104,0.4947916666666661
105,0.5343750000000007
106,0.49166666666666714
107,0.49270833333333286
108,0.47708333333333286
109,0.5166666666666675
110,0.4968749999999993
111,0.5020833333333332
112,0.4833333333333325
113,0.5177083333333332
114,0.4864583333333332
115,0.4958333333333318
116,0.5
117,0.49166666666666714
118,0.4916666666666636
119,0.5104166666666643
120,0.48645833333333144
121,0.5083333333333329
122,0.5239583333333329
123,0.5
124,0.48854166666666643
