,times
0,0.4562499999999998
1,0.5
2,0.5083333333333329
3,0.5052083333333339
4,0.505208333333333
5,0.5614583333333334
6,0.4666666666666668
7,0.5020833333333341
8,0.44687500000000036
9,0.5260416666666661
10,0.5072916666666671
11,0.515625
12,0.47708333333333286
13,0.46041666666666714
14,0.5197916666666664
15,0.5
16,0.5166666666666675
17,0.5187500000000007
18,0.5281249999999993
19,0.4968749999999993
20,0.4208333333333325
21,0.4833333333333343
22,0.5718750000000004
23,0.4958333333333318
24,0.5
25,0.47291666666666643
26,0.5208333333333357
27,0.49375000000000213
28,0.46875
29,0.5354166666666664
30,0.5
31,0.5197916666666664
32,0.4822916666666659
33,0.47916666666666696
34,0.4874999999999998
35,0.49583333333333357
36,0.484375
37,0.5010416666666666
38,0.5041666666666664
39,0.5322916666666657
40,0.48854166666666643
41,0.4791666666666661
42,0.5
43,0.5041666666666664
44,0.48749999999999893
45,0.5458333333333343
46,0.4947916666666661
47,0.49166666666666714
48,0.5020833333333332
49,0.4979166666666668
50,0.49166666666666714
51,0.4979166666666668
52,0.5385416666666671
53,0.4697916666666675
54,0.49166666666666714
55,0.5
56,0.5010416666666693
57,0.4906250000000014
58,0.5354166666666664
59,0.4718750000000007
60,0.49270833333333286
61,0.5270833333333336
62,0.4812500000000002
63,0.4510416666666668
64,0.515625
65,0.5187499999999998
66,0.4989583333333334
67,0.5062499999999996
68,0.47604166666666625
69,0.49062500000000053
70,0.5166666666666657
71,0.49166666666666714
72,0.5010416666666675
73,0.5416666666666661
74,0.46875
75,0.4864583333333332
76,0.5020833333333332
77,0.49375000000000036
78,0.5343749999999989
79,0.5052083333333339
80,0.48020833333333357
81,0.5062500000000014
82,0.46562500000000107
83,0.5343750000000007
84,0.515625
85,0.5145833333333325
86,0.497916666666665
87,0.4604166666666636
88,0.515625
89,0.5333333333333314
90,0.4656249999999993
91,0.5041666666666664
92,0.5218750000000014
93,0.4989583333333334
94,0.4833333333333334
95,0.49583333333333357
96,0.4958333333333327
97,0.4833333333333334
98,0.5187500000000007
99,0.5041666666666673
100,0.49062500000000053
101,0.5041666666666664
102,0.49583333333333357
103,0.5041666666666664
104,0.4937499999999986
105,0.4822916666666668
106,0.5218749999999996
107,0.4854166666666675
108,0.5145833333333325
109,0.5104166666666661
110,0.49166666666666714
111,0.48854166666666643
112,0.4875000000000007
113,0.4989583333333325
114,0.5083333333333329
115,0.5124999999999993
116,0.49583333333333357
117,0.49479166666666785
118,0.5020833333333314
119,0.48020833333333357
120,0.49791666666666856
121,0.5364583333333321
122,0.5166666666666657
123,0.42708333333333215
