,times
0,0.47499999999999964
1,0.4979166666666668
2,0.5020833333333341
3,0.4822916666666659
4,0.5062499999999996
5,0.5052083333333339
6,0.49583333333333357
7,0.5343749999999998
8,0.49166666666666714
9,0.4854166666666657
10,0.49375000000000036
11,0.5124999999999993
12,0.5197916666666664
13,0.5083333333333329
14,0.5031249999999989
15,0.4479166666666661
16,0.5104166666666679
17,0.5197916666666664
18,0.48854166666666643
19,0.49375000000000036
20,0.5302083333333343
21,0.46250000000000036
22,0.5041666666666664
23,0.5114583333333336
24,0.5093750000000021
25,0.5062500000000014
26,0.502083333333335
27,0.5229166666666671
28,0.45729166666666643
29,0.5260416666666679
30,0.46875
31,0.47499999999999964
32,0.4552083333333332
33,0.484375
34,0.4968750000000002
35,0.5052083333333339
36,0.4864583333333332
37,0.5208333333333339
38,0.48854166666666643
39,0.4989583333333343
40,0.5239583333333329
41,0.5145833333333325
42,0.5052083333333339
43,0.49687500000000107
44,0.49166666666666714
45,0.5093749999999986
46,0.49270833333333464
47,0.5166666666666657
48,0.5031250000000007
49,0.5114583333333318
50,0.5072916666666654
51,0.47812500000000036
52,0.5020833333333332
53,0.5177083333333332
54,0.4999999999999982
55,0.513541666666665
56,0.515625
57,0.5041666666666664
58,0.4677083333333343
59,0.49895833333333073
60,0.48645833333333144
61,0.5135416666666686
62,0.47916666666666696
63,0.47499999999999964
64,0.4979166666666668
65,0.4822916666666668
66,0.5062499999999996
67,0.5145833333333334
68,0.49270833333333286
69,0.5062499999999996
70,0.5
71,0.5406250000000004
72,0.4895833333333339
73,0.502083333333335
74,0.4947916666666661
75,0.47708333333333286
76,0.48020833333333357
77,0.546875
78,0.46875
79,0.5562500000000004
80,0.4635416666666661
81,0.4989583333333343
82,0.515625
83,0.47499999999999964
84,0.49062499999999964
85,0.5270833333333318
86,0.48020833333333357
87,0.5
88,0.5041666666666664
89,0.513541666666665
90,0.4947916666666643
91,0.4791666666666643
92,0.5
93,0.47291666666666643
94,0.4968749999999993
95,0.5416666666666661
96,0.4989583333333334
97,0.4979166666666668
98,0.47812500000000036
99,0.5135416666666668
100,0.5083333333333337
101,0.4947916666666661
102,0.5135416666666668
103,0.5072916666666671
104,0.5010416666666675
105,0.48854166666666643
106,0.47812500000000036
107,0.5072916666666671
108,0.5145833333333325
109,0.4947916666666661
110,0.48854166666666643
111,0.5031250000000007
112,0.484375
113,0.5114583333333336
114,0.5052083333333339
115,0.5093749999999986
116,0.4802083333333318
117,0.484375
118,0.5145833333333307
119,0.5218750000000014
120,0.49166666666666714
121,0.5
122,0.5062500000000014
123,0.48229166666666856
