,times
0,0.47812499999999947
1,0.53125
2,0.44479166666666625
3,0.5406250000000004
4,0.5031250000000007
5,0.4802083333333327
6,0.5343749999999998
7,0.49270833333333286
8,0.5125000000000011
9,0.5062499999999996
10,0.484375
11,0.5125000000000011
12,0.5177083333333332
13,0.47499999999999964
14,0.5052083333333339
15,0.49687500000000107
16,0.47499999999999964
17,0.49375000000000036
18,0.5187500000000007
19,0.5052083333333321
20,0.5041666666666664
21,0.46458333333333357
22,0.5479166666666657
23,0.4677083333333343
24,0.49166666666666714
25,0.5166666666666657
26,0.5020833333333314
27,0.47708333333333286
28,0.5114583333333336
29,0.5093749999999986
30,0.5395833333333329
31,0.4354166666666668
32,0.4854166666666666
33,0.5135416666666668
34,0.5062500000000005
35,0.5062499999999996
36,0.5
37,0.5218749999999996
38,0.5093749999999995
39,0.4822916666666668
40,0.515625
41,0.4822916666666668
42,0.5333333333333332
43,0.5
44,0.42916666666666536
45,0.5479166666666675
46,0.5114583333333336
47,0.48854166666666643
48,0.5208333333333339
49,0.4718750000000007
50,0.4989583333333343
51,0.4979166666666668
52,0.5062499999999996
53,0.5354166666666664
54,0.486458333333335
55,0.47291666666666643
56,0.5
57,0.4635416666666643
58,0.5093749999999986
59,0.5229166666666671
60,0.5124999999999993
61,0.5208333333333321
62,0.4864583333333332
63,0.48020833333333357
64,0.5239583333333329
65,0.5072916666666671
66,0.4947916666666661
67,0.4677083333333334
68,0.5093750000000004
69,0.5
70,0.5125000000000002
71,0.5031250000000007
72,0.4885416666666682
73,0.4395833333333332
74,0.5500000000000007
75,0.5052083333333339
76,0.5010416666666675
77,0.5062499999999996
78,0.484375
79,0.5125000000000011
80,0.49583333333333357
81,0.4864583333333332
82,0.4677083333333343
83,0.5979166666666664
84,0.46875
85,0.4656249999999993
86,0.5124999999999993
87,0.5343750000000007
88,0.4854166666666657
89,0.4562500000000007
90,0.59375
91,0.470833333333335
92,0.513541666666665
93,0.42395833333333277
94,0.520833333333333
95,0.49062499999999964
96,0.5062500000000005
97,0.4666666666666668
98,0.5166666666666666
99,0.48958333333333304
100,0.5281250000000002
101,0.5083333333333337
102,0.48854166666666643
103,0.49166666666666714
104,0.5031250000000007
105,0.515625
106,0.4947916666666661
107,0.5104166666666679
108,0.5093749999999986
109,0.46875
110,0.49479166666666785
111,0.48854166666666643
112,0.5645833333333332
113,0.4708333333333332
114,0.5364583333333321
115,0.4833333333333325
116,0.5395833333333329
117,0.5052083333333357
118,0.4541666666666657
119,0.5354166666666664
120,0.50416666666667
121,0.4479166666666643
122,0.49583333333333357
123,0.4906250000000014
